"Timestamp","If you would like to continue , please confirm the agreement and check the box below. [I hereby agree to provide honest, precise and complete information to the survey.]","Gender ","Completed age","Your current address (district only)"," Education ","Your occupation.","How long have you been using mobile payment service of the Company?","Do you agree or disagree with the following statements. [Generally I've a positive view in technology.]","Do you agree or disagree with the following statements. [I'm a technology friendly.]","Do you agree or disagree with the following statements. [When using technology, I often feel overwhelmed.]","Do you agree or disagree with the following statements. [I don't trust technology]","Please check the box based on your experience on ease of using the mobile payment service of the company. [Mobile payment services are Easy to use.]","Please check the box based on your experience on ease of using the mobile payment service of the company. [Requires fewer step to accomplish the transaction.]","Please check the box based on your experience on ease of using the mobile payment service of the company. [Easy and quick recovery from mistake.]","Please check the box based on your experience on ease of using the mobile payment service of the company. [Ease to integrate with bank accounts.]","Please check the box based on your experience on ease of using the mobile payment service of the company. [Ease of personal details verification.]","Please check the box based on your experience on value investment in mobile payment service of the company. [Cost of using Mobile Payment services is reasonable.]","Please check the box based on your experience on value investment in mobile payment service of the company. [Feeling superiority of using services.]","Please check the box based on your experience on value investment in mobile payment service of the company. [The use of Mobile payment service is a good deal.]","Please check the box on your experience on customer support part. [Customer support in resolving your issues is good.]","Please check the box on your experience on customer support part. [Customer support team answer your inquiry promptly.]","Please check the box on your experience on customer support part. [Customer service agents are polite.]","Please check the box on your experience on customer support part. [Customer service opening hour is convenient.]","Please check the box on your experience on customer support part. [Customer service agents are friendly]","Please check the box on your experience on security part. [Wallet payment is fully secure.]","Please check the box on your experience on security part. [Confidence on transaction is high and identical to the cash transaction.]","Please check the box on your experience on security part. [Statement provided by the company is thorough and accurate.]","Please check the box on your experience on security part. [Mobile payment service is fully reliable.]","Please check the box based on your experience towards firm innovation. [F1 Soft is a dynamic company.]","Please check the box based on your experience towards firm innovation. [F1 Soft is a creative company.]","Please check the box based on your experience towards firm innovation. [F1 Soft is an innovative company.]","Please check the box based on your experience towards the speed. [Fund transfer time is very quick.]","Please check the box based on your experience towards the speed. [Initial log in period is much quicker.]","Please check the box based on your experience towards the speed. [Fund loading from the bank takes very low time. ]","How likely are you to  [Use mobile payment service with us again.]","How likely are you to  [Recommend our payment service to others.]","How likely are you to  [Recommend our company to others.]","How likely are you to  [Favour in the future.]","After the use of mobile payment services of F1 Soft  [I learned a lot from using mobile payment service of the F1 Soft.]","After the use of mobile payment services of F1 Soft  [Makes me feel good]","After the use of mobile payment services of F1 Soft  [Makes me feel enthusiastic.]","After the use of mobile payment services of F1 Soft  [I consider myself as a member of users of F1 Soft service.]","Use of mobile payment service of F1 Soft is fully satisfying.","On a scale of 1 to 100 please rate your overall level of satisfaction on using mobile payment service of the company."
"2022/04/24 9:58:03 PM GMT+5:45","agree","Female","19","Okhaldhunga","Bachelor","Student","13 months to 2 years","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Strongly Agree","Agree","Agree","Neutral","Strongly Agree","Strongly Agree","Neutral","Neutral","Neutral","Neutral","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Very likely","Very likely","Very likely","Very likely","Agree","Agree","Agree","Strongly Agree","Yes","80"
"2022/04/24 11:29:11 PM GMT+5:45","agree","male","28","Morang","Bachelor","Service","2 years more","Strongly agree","Somewhat agree","Strongly agree","Neutral","Neutral","Agree","Neutral","Neutral","Neutral","Disagree","Agree","Strongly Agree","Neutral","Disagree","Disagree","Agree","Neutral","Disagree","Disagree","Agree","Strongly Disagree","Agree","Agree","Agree","Agree","Agree","Disagree","Very likely","Very likely","Very likely","Very likely","Strongly Agree","Agree","Neutral","Agree","No","60"
"2022/04/25 1:54:32 AM GMT+5:45","agree","male","29","Jhapa","Masters and above","Industry","Less than 3 months","Somewhat agree","Strongly agree","Neutral","Somewhat disagree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Neutral","Neutral","Agree","Neutral","Agree","Agree","Agree","Neutral","Neutral","Agree","Agree","Neutral","Neutral","Neutral","Agree","Agree","Agree","Likely","Somewhat likely","Unlikely","Somewhat likely","Neutral","Neutral","Neutral","Neutral","Yes","75"
"2022/04/25 4:21:56 AM GMT+5:45","agree","male","25","Jhapa","Masters and above","Service","2 years more","Neutral","Neutral","Neutral","Somewhat disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Neutral","Neutral","Neutral","Likely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Yes","80"
"2022/04/25 5:04:47 AM GMT+5:45","agree","male","43","Bhaktapur","Masters and above","Service","2 years more","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Agree","Agree","Neutral","Neutral","Neutral","Disagree","Neutral","Agree","Neutral","Disagree","Disagree","Disagree","Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Disagree","Disagree","Disagree","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Agree","Agree","Agree","Neutral","No","55"
"2022/04/25 2:41:52 PM GMT+5:45","agree","Female","29","Kathmandu","Masters and above","Service","2 years more","Strongly agree","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly Agree","Agree","Neutral","Agree","Agree","Agree","Agree","Strongly Agree","Neutral","Neutral","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Very likely","Very likely","Very likely","Very likely","Agree","Agree","Agree","Agree","Yes","95"
"2022/04/25 2:46:02 PM GMT+5:45","agree","Female","22","Kathmandu","Bachelor","Student","3 months to 6 months","Neutral","Neutral","Somewhat disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Agree","Agree","Neutral","Neutral","No","50"
"2022/04/25 3:01:52 PM GMT+5:45","agree","male","24","Kathmandu","Bachelor","Other","2 years more","Strongly agree","Strongly agree","Somewhat disagree","Somewhat disagree","Strongly Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Very likely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Yes","85"
"2022/04/25 6:55:59 PM GMT+5:45","agree","Female","23","Sindhuli","Bachelor","Student","3 months to 6 months","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat disagree","Agree","Neutral","Neutral","Neutral","Neutral","Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Neutral","Disagree","Disagree","Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Agree","Agree","Agree","Somewhat likely","Somewhat likely","Very likely","Very likely","Neutral","Agree","Strongly Agree","Neutral","Yes","70"
"2022/04/25 7:22:01 PM GMT+5:45","agree","male","23","Kailali","Bachelor","Student","3 months to 6 months","Strongly agree","Strongly agree","Neutral","Strongly disagree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Strongly Agree","Agree","Neutral","Disagree","Agree","Agree","Agree","Agree","Agree","Neutral","Likely","Likely","Somewhat likely","Likely","Agree","Agree","Agree","","Yes","80"
"2022/04/25 7:44:29 PM GMT+5:45","agree","male","21","Kathmandu","Bachelor","Student","Less than 3 months","Strongly agree","Strongly agree","Somewhat agree","Strongly disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Agree","Agree","Neutral","Agree","Agree","Agree","Neutral","Neutral","Likely","Somewhat likely","Likely","Likely","Neutral","Agree","Neutral","Agree","Yes","80"
"2022/04/25 9:56:50 PM GMT+5:45","agree","male","20","Kathmandu","Plus 2 / Intermediate","Student","Less than 3 months","Neutral","Neutral","Neutral","Somewhat disagree","Strongly Agree","Agree","Neutral","Agree","Agree","Neutral","Neutral","Agree","Neutral","Neutral","Neutral","Neutral","Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Neutral","Agree","Likely","Likely","Somewhat likely","Somewhat likely","Neutral","Neutral","Neutral","Neutral","Yes","50"
"2022/04/25 10:58:24 PM GMT+5:45","agree","male","24","Lalitpur","Bachelor","Service","2 years more","Somewhat agree","Strongly agree","Somewhat agree","Somewhat disagree","Strongly Agree","Agree","Neutral","Neutral","Neutral","Agree","Agree","Agree","Disagree","Disagree","Neutral","Disagree","Neutral","Disagree","Agree","Neutral","Neutral","Agree","Neutral","Disagree","Disagree","Neutral","Neutral","Likely","Somewhat likely","Somewhat likely","Somewhat likely","Neutral","Neutral","Disagree","Strongly disagree","No","60"
"2022/04/26 7:53:47 AM GMT+5:45","agree","male","28","Kathmandu","Masters and above","Industry","2 years more","Somewhat agree","Somewhat agree","Neutral","Strongly disagree","Strongly Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Neutral","Agree","Disagree","Neutral","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Very likely","Very likely","Very likely","Very likely","Strongly Agree","Agree","Neutral","Agree","Yes","80"
"2022/04/26 10:39:09 AM GMT+5:45","agree","male","25","Jhapa","Bachelor","Student","2 years more","Somewhat agree","Somewhat agree","Neutral","Strongly agree","Agree","Agree","Disagree","Neutral","Disagree","Agree","Neutral","Strongly Agree","Neutral","Disagree","Agree","Neutral","Neutral","Agree","Strongly Agree","Agree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Neutral","Agree","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","No","1"
"2022/04/26 11:56:15 AM GMT+5:45","agree","male","19","Bhaktapur","Bachelor","Student","Less than 3 months","Somewhat agree","Strongly agree","Strongly agree","Neutral","Agree","Agree","Agree","Agree","Agree","Neutral","Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Agree","Agree","Neutral","Agree","Agree","Strongly Agree","Neutral","Neutral","Neutral","Agree","Agree","Agree","Somewhat likely","Somewhat likely","Unlikely","Unlikely","Neutral","Neutral","Neutral","Neutral","No","50"
"2022/04/26 1:07:54 PM GMT+5:45","agree","male","27","Kathmandu","Bachelor","Service","2 years more","Somewhat agree","Somewhat agree","Neutral","Somewhat disagree","Agree","Agree","Neutral","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Very likely","Very likely","Very likely","Very likely","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Yes","100"
"2022/04/26 1:09:01 PM GMT+5:45","agree","male","24","Pyuthan","Masters and above","Student","2 years more","Somewhat agree","Somewhat agree","Neutral","Neutral","Agree","Agree","Strongly Disagree","Agree","Agree","Disagree","Neutral","Strongly Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Likely","Likely","Likely","Likely","Agree","Agree","Neutral","Agree","Yes","70"
"2022/04/26 6:37:38 PM GMT+5:45","agree","Female","20","Kaski","Bachelor","Student","3 months to 6 months","Somewhat agree","Somewhat agree","Neutral","Neutral","Agree","Agree","Neutral","Disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Neutral","Neutral","Neutral","Agree","Neutral","Agree","Agree","Agree","Neutral","Agree","Agree","Neutral","Agree","Somewhat likely","Likely","Somewhat likely","Likely","Agree","Agree","Neutral","Agree","Yes","70"
"2022/04/26 6:38:19 PM GMT+5:45","agree","Female","20","Syangja","Bachelor","Student","13 months to 2 years","Somewhat agree","Somewhat agree","Neutral","Somewhat disagree","Agree","Agree","Agree","Agree","Agree","Neutral","Agree","Agree","Neutral","Neutral","Neutral","Neutral","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Neutral","Agree","Agree","Agree","Very likely","Very likely","Very likely","Very likely","Agree","Agree","Agree","Neutral","Yes","90"
"2022/04/26 6:45:43 PM GMT+5:45","agree","Female","21","Kaski","Bachelor","Student","7 months to 12 months","Strongly agree","Strongly agree","Somewhat agree","Somewhat disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Agree","Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Agree","Agree","","Agree","Yes","70"
"2022/04/26 7:29:56 PM GMT+5:45","agree","male","25","Syangja","Bachelor","Student","2 years more","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Agree","Agree","Disagree","Agree","Agree","Agree","Neutral","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Very likely","Very likely","Likely","Likely","Agree","Agree","Agree","Neutral","Yes","85"
"2022/04/26 7:44:51 PM GMT+5:45","agree","male","20","Kaski","Bachelor","Student","Less than 3 months","Somewhat agree","Strongly agree","Strongly agree","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Neutral","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Agree","Neutral","Agree","Agree","Strongly Agree","Agree","Agree","Neutral","Neutral","Agree","Agree","Very likely","Very likely","Very likely","Very likely","Strongly Agree","Agree","Agree","Agree","Yes","91"
"2022/04/26 8:45:56 PM GMT+5:45","agree","male","20","Kaski","Plus 2 / Intermediate","Student","2 years more","Somewhat agree","Strongly agree","Neutral","Neutral","Agree","Agree","Neutral","Agree","Neutral","Agree","Neutral","Strongly Agree","Neutral","Agree","Neutral","Neutral","Agree","Neutral","Neutral","Agree","Neutral","Agree","Neutral","Agree","Agree","Agree","Strongly Agree","Very likely","Likely","Likely","Likely","Agree","Agree","Neutral","Agree","Yes","82"
"2022/04/26 8:55:29 PM GMT+5:45","agree","male","26","Kathmandu","Plus 2 / Intermediate","Student","2 years more","Somewhat agree","Neutral","Neutral","Somewhat disagree","Strongly Agree","Agree","Disagree","Agree","Neutral","Agree","Neutral","Strongly Agree","Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Disagree","Agree","Neutral","Neutral","Neutral","Strongly Agree","Agree","Strongly Agree","Very likely","Likely","Likely","Likely","Neutral","Agree","Agree","Neutral","Yes","70"
"2022/04/26 9:40:56 PM GMT+5:45","agree","male","20","Kaski","Bachelor","Student","3 months to 6 months","Somewhat agree","Neutral","Neutral","Neutral","Strongly Agree","Agree","Neutral","Neutral","Neutral","Neutral","Agree","Strongly Agree","Neutral","Agree","Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Strongly Agree","Neutral","Neutral","Neutral","Agree","Agree","Agree","Somewhat likely","Likely","Likely","Likely","Neutral","Neutral","Neutral","Neutral","Yes","7"
"2022/04/26 10:25:47 PM GMT+5:45","agree","male","26","Kavrepalanchok","Bachelor","Business","2 years more","Strongly agree","Strongly agree","Neutral","Neutral","Strongly Agree","Agree","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Disagree","Neutral","Neutral","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Likely","Likely","Likely","Likely","Strongly Agree","Agree","Neutral","Neutral","Yes","80"
"2022/04/26 11:18:16 PM GMT+5:45","agree","male","25","Kathmandu","Bachelor","Student","2 years more","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Strongly Disagree","Strongly Agree","Neutral","Neutral","Strongly Agree","Strongly Disagree","Strongly Agree","Neutral","Agree","Agree","Neutral","Strongly Disagree","Agree","Neutral","Neutral","Neutral","Neutral","Very likely","Very likely","Somewhat likely","Somewhat likely","Agree","Agree","Agree","Strongly disagree","Yes","65"
"2022/04/27 12:20:55 AM GMT+5:45","agree","Female","31","Kathmandu","Masters and above","Service","13 months to 2 years","Strongly agree","Strongly agree","Somewhat disagree","Neutral","Agree","Agree","Disagree","Agree","Agree","Disagree","Neutral","Disagree","Neutral","Agree","Agree","Neutral","Neutral","Neutral","Agree","Agree","Neutral","Neutral","Agree","Agree","Agree","Agree","Agree","Very likely","Somewhat likely","Unlikely","Somewhat likely","Neutral","Neutral","Neutral","Disagree","Yes","80"
"2022/04/27 12:46:54 AM GMT+5:45","agree","male","25","Lalitpur","Bachelor","Other","2 years more","Strongly agree","Strongly agree","Neutral","Somewhat disagree","Strongly Agree","Agree","Disagree","Neutral","Agree","Strongly Disagree","Neutral","Agree","Neutral","Neutral","Neutral","Agree","Agree","Neutral","Agree","Agree","Neutral","Neutral","Neutral","Neutral","Disagree","Disagree","Disagree","Likely","Somewhat likely","Likely","Likely","Disagree","Neutral","Neutral","Disagree","No","    1"
"2022/04/27 10:36:26 AM GMT+5:45","agree","male","28","Kathmandu","Bachelor","Service","2 years more","Strongly agree","Strongly agree","Somewhat agree","Somewhat disagree","Agree","Strongly Agree","Disagree","Agree","Agree","Agree","Disagree","Strongly Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Very likely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Yes","87"
"2022/04/27 10:49:31 AM GMT+5:45","agree","Female","27","Kathmandu","Bachelor","Other","13 months to 2 years","Strongly agree","Strongly agree","Somewhat agree","Strongly disagree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Neutral","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Very likely","Likely","Likely","Likely","Neutral","Agree","Agree","Neutral","Yes","85"
"2022/04/27 4:33:30 PM GMT+5:45","agree","male","21","Kailali","Bachelor","Student","7 months to 12 months","Strongly agree","Strongly agree","Neutral","Somewhat disagree","Agree","Agree","Neutral","Neutral","Neutral","Agree","Agree","Agree","Neutral","Neutral","Agree","Neutral","Agree","Disagree","Disagree","Neutral","Agree","Neutral","Neutral","Neutral","Agree","Agree","Agree","Likely","Likely","Likely","Very likely","Neutral","Agree","Neutral","Disagree","Yes","70"
"2022/04/27 5:33:04 PM GMT+5:45","agree","male","21","Kathmandu","Bachelor","Student","2 years more","Neutral","Neutral","Neutral","Somewhat disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Very likely","Very likely","Very likely","Very likely","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Yes","99"
"2022/04/27 8:10:09 PM GMT+5:45","agree","male","21","Kaski","Bachelor","Student","Less than 3 months","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Agree","Agree","Neutral","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Neutral","Neutral","Neutral","Agree","Neutral","Neutral","Neutral","Agree","Neutral","Agree","Agree","Agree","Neutral","Neutral","Strongly Agree","Likely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Yes","80"
"2022/04/27 9:17:14 PM GMT+5:45","agree","male","26","Parsa","Bachelor","Service","Less than 3 months","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly Agree","Agree","Neutral","Strongly Agree","Neutral","Neutral","Neutral","Agree","Neutral","Agree","Strongly Agree","Neutral","Neutral","Agree","Agree","Strongly Agree","Agree","Neutral","Neutral","Neutral","Agree","Agree","Strongly Agree","Very likely","Very likely","Likely","Likely","Neutral","Agree","Agree","Neutral","Yes","70"
"2022/04/27 10:25:46 PM GMT+5:45","agree","male","23","Kathmandu","Bachelor","Student","2 years more","Strongly agree","Somewhat agree","Somewhat agree","Strongly disagree","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Likely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Yes","95"
"2022/04/27 10:37:41 PM GMT+5:45","agree","male","18","Kathmandu","Plus 2 / Intermediate","Student","2 years more","Strongly disagree","Strongly disagree","Somewhat disagree","Neutral","Agree","Agree","Disagree","Agree","Neutral","Disagree","Neutral","Neutral","Neutral","Disagree","Neutral","Neutral","Neutral","Strongly Agree","Strongly Agree","Agree","Disagree","Neutral","Neutral","Neutral","Agree","Strongly Agree","Neutral","Somewhat likely","Somewhat likely","Likely","Likely","Neutral","Neutral","Disagree","Disagree","Yes","50"
